"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd_pledged_real","usd_goal_real","usd_pledged","status","euros_pledged","euros_goal","proyect_length"
"317280",686222118,"Keziah's solo harp commission from British composer Andy Scott","Music","Music","USD",2010-08-01,2400,2010-05-29,2400,40,"US",2400,2400,2400,"0",1951.22,1951.22,64
"307489",636156468,"3-D Castle (props for table top RPG and strategy games)","Tabletop Games","Games","USD",2016-07-09,1,2016-06-30,150,4,"US",150,1,150,"1",121.9512,0.81,9
"322117",710268214,"Robokind SDK Webinar: Learn a Cognitive Character Platform","Software","Technology","USD",2012-09-23,6250,2012-08-24,526,12,"US",526,6250,526,"0",427.6423,5081.3,30
"372050",965813653,"Grand Design EP - Debut Album by Angela Lynn Kay","Faith","Music","USD",2016-03-19,5000,2016-02-18,5051,30,"US",5051,5000,5051,"1",4106.504,4065.04,30
"48032",1244882553,"CATION. The Perfect Modular Cat Home","Product Design","Design","USD",2017-10-07,35000,2017-08-23,1408,11,"US",1408,35000,1408,"0",1144.715,28455.28,45
"249874",340975872,"""What I Did To You"": a novel by John Shore","Fiction","Publishing","USD",2016-01-05,22500,2015-12-06,33431,413,"US",33431,22500,33431,"1",27179.67,18292.68,30
"159281",1810041547,"Privateers! The Golden Decade","Tabletop Games","Games","EUR",2015-12-14,14000,2015-11-22,8302,243,"IT",8996.04,15170.4,8996.04,"0",7313.854,11382.11,22
"233239",255445608,"Jonny Demon- Apocalypse Happening","Metal","Music","USD",2014-09-20,15000,2014-07-22,0,0,"US",0,15000,0,"0",0,12195.12,60
"256455",374290795,"Soul Sessions with Yolanda Stephens (Canceled)","Music","Music","USD",2015-09-30,50000,2015-08-18,0,0,"US",0,50000,0,"0",0,40650.41,43
"96797",1491773368,"""Work Hard"" Short Film by Jake Boss","Shorts","Film & Video","USD",2016-01-09,632,2015-12-10,712,13,"US",712,632,712,"1",578.8618,513.82,30
"132412",1671966316,"The Burning Angels debut album ""The Descent"". Be a part of this labor of love.","Music","Music","USD",2010-01-14,6500,2009-10-17,0,0,"US",0,6500,0,"0",0,5284.55,89
"22824",1115840285,"Honeymoon's Over - a short black romantic comedy","Shorts","Film & Video","USD",2011-04-18,6000,2011-02-02,840,10,"US",840,6000,840,"0",682.9268,4878.05,75
"143501",1729069757,"Modify Apparel Designs","Fashion","Fashion","USD",2012-02-21,5000,2012-01-22,10,1,"US",10,5000,10,"0",8.130081,4065.04,30
"292356",557804108,"START N GRILL : The only automatic ignition charcoal BBQ","Hardware","Technology","USD",2015-12-04,50000,2015-11-04,1203,16,"US",1203,50000,1203,"0",978.0488,40650.41,30
"348485",845433660,"King of the jungle","Hip-Hop","Music","USD",2015-11-22,5500,2015-10-23,0,0,"US",0,5500,0,"0",0,4471.54,30
"202011",2028642880,"Livsgnist - Av menn for menn","Dance","Dance","NOK",2016-01-31,50000,2015-12-18,150,3,"NO",17.56,5854.8,17.56,"0",14.27642,40650.41,44
"146768",1745804042,"ProSqueeze: The World’s Best Tool for Relieving Tension","Product Design","Design","USD",2017-06-23,25000,2017-05-09,29968,359,"US",29968,25000,29968,"1",24364.23,20325.2,45
"86064",1437689759,"The Mustache Diary","Photobooks","Photography","EUR",2017-11-13,1000,2017-10-04,2,2,"DE",2.36,1179.5,2.36,"0",1.918699,813.01,40
"365872",934138308,"The World's Greatest Beanie","Accessories","Fashion","USD",2015-11-24,25000,2015-10-27,57556.29,803,"US",57556.29,25000,57556.29,"1",46793.73,20325.2,28
"346141",833164148,"Ukelation - The eclectic electric ukulele","Product Design","Design","USD",2015-01-26,85000,2014-11-27,5034,14,"US",5034,85000,5034,"0",4092.683,69105.69,60
"301977",607713968,"Blinky Fish","Hardware","Technology","USD",2013-03-04,200,2013-02-19,1156.56,48,"US",1156.56,200,1156.56,"1",940.2927,162.6,13
"107667",1547412975,"A Thrifty Chic - Etsy Shop (Canceled)","Crafts","Crafts","USD",2015-05-06,250,2015-04-11,0,0,"US",0,250,0,"0",0,203.25,25
"168414",1856817672,"Racing Center","Games","Games","USD",2014-11-20,150000,2014-10-21,1,1,"US",1,150000,1,"0",0.8130081,121951.2,30
"159583",1811540497,"Awkway Nyew'aa","Documentary","Film & Video","USD",2012-03-02,10000,2012-02-01,10,1,"US",10,10000,10,"0",8.130081,8130.08,30
"164100",1834975060,"GOTHEROTIKA -Horror Anthology vol.1 and 2","Graphic Novels","Comics","USD",2016-02-06,99,2016-01-23,1303,30,"US",1303,99,1303,"1",1059.35,80.49,14
"289571",543331395,"DAYS OF VENGEANCE - Comic Book Series","Comics","Comics","USD",2013-11-16,9000,2013-10-17,1322,11,"US",1322,9000,1322,"0",1074.797,7317.07,30
"295484",574000420,"Ireland Parish Brewery/ Restaurant (Canceled)","Restaurants","Food","USD",2015-03-28,989500,2015-01-27,0,0,"US",0,989500,0,"0",0,804471.5,60
"112704",1572488702,"LUNCH LOVE COMMUNITY ","Documentary","Film & Video","USD",2010-06-07,9000,2010-03-09,9400,107,"US",9400,9000,9400,"1",7642.276,7317.07,90
"53345",1271637906,"PIXEL - Full-Color LED Flashlight Kit (Arduino Compatible)","DIY Electronics","Technology","USD",2018-01-01,10000,2017-11-02,2903,43,"US",2903,10000,2903,"0",2360.163,8130.08,60
"137765",169963552,"Tin Man Prints - Custom Metal Printing with Magnetic Mount","Product Design","Design","USD",2015-04-27,3200,2015-03-27,6128,62,"US",6128,3200,6128,"1",4982.114,2601.63,31
"70289",1357761768,"Optical Painting by Lynsey Anne","Painting","Art","USD",2014-07-14,500,2014-05-29,0,0,"US",0,500,0,"0",0,406.5,46
"99209",1503598993,"Support Silver Ships debut full length album release!","Indie Rock","Music","USD",2013-07-15,5000,2013-06-15,5508,80,"US",5508,5000,5508,"1",4478.049,4065.04,30
"190894",1971385642,"Ian Randall Thornton's First Full Length Album!","Music","Music","USD",2016-12-19,10000,2016-11-18,11228,258,"US",11228,10000,11228,"1",9128.455,8130.08,31
"140380",1712810907,"Handic@pp: easy way to park","Apps","Technology","EUR",2017-02-27,4000,2017-02-07,0,0,"IT",0,4226.01,0,"0",0,3252.03,20
"136996",169569803,"""Happy Holiday"" - Audio Post & Packaging","Narrative Film","Film & Video","USD",2014-02-24,12500,2014-01-24,0,0,"US",0,12500,0,"0",0,10162.6,31
"347099",838351920,"The Shoopy","Web","Technology","USD",2014-09-04,1e+05,2014-08-05,30,2,"US",30,1e+05,30,"0",24.39024,81300.81,30
"293417",563473294,"Turn educational videos into interactive lessons","Web","Technology","USD",2017-06-03,10000,2017-05-11,464,8,"US",464,10000,464,"0",377.2358,8130.08,23
"115434",1586152141,"jellypus! floating flashing art thing (take 2!)","Public Art","Art","USD",2012-04-12,500,2012-03-13,528.77,21,"US",528.77,500,528.77,"1",429.8943,406.5,30
"338568",794612808,"Educational Support Website (Canceled)","Publishing","Publishing","USD",2014-09-30,10000,2014-08-01,0,0,"US",0,10000,0,"0",0,8130.08,60
"159859",1812982979,"40th Anniversary Limited Edition LP Re-issue","Jazz","Music","USD",2017-01-15,3500,2016-12-30,45,2,"US",45,3500,45,"0",36.58537,2845.53,16
"213896",2089997183,"Hostage Enterprises","Art","Art","USD",2015-05-08,500,2015-04-08,0,0,"US",0,500,0,"0",0,406.5,30
"18738",1094948028,"The Budi: A Leash For Active Dogs","Product Design","Design","USD",2011-12-12,140000,2011-10-13,17761,76,"US",17761,140000,17761,"0",14439.84,113821.1,60
"66441",1337941229,"United 6th Street Radio: Revenue Software for Internet Radio","Technology","Technology","USD",2015-04-04,2000,2015-03-05,35,2,"US",35,2000,35,"0",28.45528,1626.02,30
"49258",1251178967,"I Wish I Could Tell You","Music","Music","USD",2016-03-17,500,2016-02-16,702,22,"US",702,500,702,"1",570.7317,406.5,30
"358458",896109390,"The Nightingale and The Scorpion","Animation","Film & Video","USD",2010-08-15,10000,2010-06-17,540,9,"US",540,10000,540,"0",439.0244,8130.08,59
"373944",975551605,"Historic Biery's Port Blacksmith & Leather Shop","Crafts","Crafts","USD",2016-03-11,50000,2016-02-10,1,1,"US",1,50000,1,"0",0.8130081,40650.41,30
"48676",1248125605,"The Anatomy of Frank's Album Release!","Indie Rock","Music","USD",2012-09-17,2000,2012-08-18,5034.5,112,"US",5034.5,2000,5034.5,"1",4093.089,1626.02,30
"151086",1767768514,"Rain/Sunny Foldable Umbrella Customizable Words","Fashion","Fashion","CAD",2017-07-02,50000,2017-06-02,272,4,"CA",209.65,38538.62,209.65,"0",170.4472,40650.41,30
"50284",1256184779,"Custom routed 3 Dimensional signs by Veteran Owned business","Art","Art","USD",2014-08-16,30000,2014-07-17,275,2,"US",275,30000,275,"0",223.5772,24390.24,30
"245010",31609982,"Inspired Arts - Art Centre","Art","Art","SGD",2017-07-04,22000,2017-06-14,25093,103,"SG",18168.85,15929.33,18168.85,"1",14771.42,17886.18,20
"179806",1914657590,"The Sunn Light | Bring the Sun Indoors","Hardware","Technology","USD",2014-12-20,50000,2014-11-20,117106,459,"US",117106,50000,117106,"1",95208.13,40650.41,30
"172224",1875920955,"The Miracle Mile Paradox ARG","Games","Games","USD",2012-04-14,9500,2012-03-15,9701,161,"US",9701,9500,9701,"1",7886.992,7723.58,30
"66746",1339552398,"Soktopus - 3D printable socks holder","Product Design","Design","EUR",2017-03-17,200,2017-03-10,10,2,"IT",10.74,214.74,10.74,"0",8.731707,162.6,7
"317500",687283887,"Trippy Paint - Laser Activated Glow Paint","Technology","Technology","USD",2014-08-09,3000,2014-07-10,3577,47,"US",3577,3000,3577,"1",2908.13,2439.02,30
"244432",313194365,"Krai Mira: post apocalyptic RPG","Video Games","Games","GBP",2016-05-25,2000,2016-04-25,3991,203,"GB",5845.82,2929.5,5845.82,"1",4752.699,1626.02,30
"229539",23699634,"The Cradles  - An elegant way to hold your tiles together","Tabletop Games","Games","CAD",2014-05-01,45000,2014-03-27,1772,35,"CA",1616.05,41039.67,1616.05,"0",1313.862,36585.37,35
"69894",1355817738,"Gilbert and Sullivan's HMS Pinafore at Marylhurst University","Classical Music","Music","USD",2013-05-22,2000,2013-04-22,131,4,"US",131,2000,131,"0",106.5041,1626.02,30
"121669",1617949541,"Reliable Swiss Watch for everyday use. 10 years battery life","Accessories","Fashion","USD",2017-08-20,20000,2017-07-21,79,1,"US",79,20000,79,"0",64.22764,16260.16,30
"51668",1262988511,"CANDIE CANDLES, Build your own edible birthday candle kit","Food","Food","USD",2017-12-26,30000,2017-11-11,0,0,"US",0,30000,0,"0",0,24390.24,45
"329619",749405947,"The scariest movie ever","Film & Video","Film & Video","USD",2017-01-18,1e+06,2017-01-04,0,0,"US",0,1e+06,0,"0",0,813008.1,14
"268631",436963218,"Sliced Music - Online Music Promotion Organization","Web","Technology","USD",2017-04-02,1000,2017-03-03,0,0,"US",0,1000,0,"0",0,813.01,30
"258317",3834172,"Ode to Order","Conceptual Art","Art","USD",2014-03-15,400,2014-02-05,112,3,"US",112,400,112,"0",91.05691,325.2,38
"85457",1434615232,"South America Exploration","Web","Journalism","GBP",2017-03-25,45000,2017-02-08,1,1,"GB",1.25,56233.83,1.25,"0",1.01626,36585.37,45
"373056",971020738,"The First Album","Country & Folk","Music","USD",2013-05-08,5400,2013-04-08,1921,20,"US",1921,5400,1921,"0",1561.789,4390.24,30
"146373",1743632712,"Vitamin Party Live Album and Accompanying Singles","Music","Music","USD",2011-08-18,2500,2011-06-19,2505.82,40,"US",2505.82,2500,2505.82,"1",2037.252,2032.52,60
"154293",1784419256,"""Urgent Message"" by INTRO feat. ARS-Bakay","Electronic Music","Music","USD",2011-06-18,10000,2011-04-19,50,1,"US",50,10000,50,"0",40.65041,8130.08,60
"357111",889182860,"Radio Essays: Observations from a Working Poet","Radio & Podcasts","Publishing","USD",2010-10-23,5000,2010-09-23,5274.22,106,"US",5274.22,5000,5274.22,"1",4287.984,4065.04,30
"287079",53056894,"West Coast Chronic Clothing Co.","Apparel","Fashion","CAD",2017-11-16,5000,2017-10-17,0,0,"CA",0,3917.88,0,"0",0,4065.04,30
"83187",1423039667,"A Spoonful of Sadness","Poetry","Publishing","USD",2016-10-01,500,2016-09-01,510,19,"US",510,500,510,"1",414.6341,406.5,30
"89609",145526387,"GAYgreetings.","Publishing","Publishing","USD",2013-04-07,12500,2013-03-08,12540,175,"US",12540,12500,12540,"1",10195.12,10162.6,30
"146365",174359635,"Beyond the Headset","Documentary","Film & Video","USD",2011-05-20,6000,2011-03-20,310,6,"US",310,6000,310,"0",252.0325,4878.05,61
"248915",336079693,"Kids, Clients, & Men -- The Rise of the Mompreneur","Nonfiction","Publishing","USD",2012-11-15,2000,2012-10-16,85,3,"US",85,2000,85,"0",69.10569,1626.02,30
"370540",957947089,"Custom Pop Cards - Coming straight from your heart.","Printing","Crafts","USD",2016-05-05,3000,2016-04-05,387,9,"US",387,3000,387,"0",314.6341,2439.02,30
"3079",1015874934,"Help fund Bombing Ibiza's new Album!","Rock","Music","USD",2014-01-28,2000,2013-12-23,5,1,"US",5,2000,5,"0",4.065041,1626.02,36
"376296",987936421,"AstroNUTS,  Adventure-Aliens-Spaceships-Planets-Space","Young Adult","Publishing","USD",2015-03-11,10000,2015-01-25,0,0,"US",0,10000,0,"0",0,8130.08,45
"56341",1286665850,"OowieWanna","Shorts","Film & Video","USD",2011-07-01,7000,2011-05-30,7742.78,128,"US",7742.78,7000,7742.78,"1",6294.943,5691.06,32
"181314",1922782633,"Self Sufficiency- A skill learned the hard way","Film & Video","Film & Video","USD",2012-06-17,5000,2012-05-18,0,0,"US",0,5000,0,"0",0,4065.04,30
"206786",205354567,"Hayley Smart Sleepwear - Natural, Comfort & Style","Apparel","Fashion","AUD",2014-08-23,7500,2014-07-24,670,16,"AU",625.64,7003.46,625.64,"0",508.6504,6097.56,30
"208520",2062669656,"Image Down 'Myth & Madness' Album/Tour and Docu-Art Book","Music","Music","USD",2013-10-26,50000,2013-09-11,246.62,5,"US",246.62,50000,246.62,"0",200.5041,40650.41,45
"228059",229572047,"Fabletop Theatre at the Camden Fringe","Festivals","Theater","GBP",2016-05-07,350,2016-03-08,366,23,"GB",527.35,504.3,527.35,"1",428.7398,284.55,60
"54329",1276496569,"Combo - The Perfect Combination of Strategy and Luck","Tabletop Games","Games","USD",2015-05-09,23000,2015-04-09,555,13,"US",555,23000,555,"0",451.2195,18699.19,30
"82282",1418324991,"Art RockX! Live Internet Television show and Live Event","Webseries","Film & Video","USD",2011-07-13,5000,2011-06-13,1,1,"US",1,5000,1,"0",0.8130081,4065.04,30
"152931",1777106389,"The Blessed Book of Beasts","Anthologies","Publishing","USD",2014-06-23,1670,2014-04-24,2165,54,"US",2165,1670,2165,"1",1760.163,1357.72,60
"80329",1408493292,"Zen Zion Wellbeing Services A Community Project Finding Zen","Architecture","Design","AUD",2016-12-30,5e+05,2016-11-30,547.55,28,"AU",395.43,361089.04,395.43,"0",321.4878,406504.1,30
"354809",877548422,"Fish Lures","Product Design","Design","USD",2016-12-30,24000,2016-11-11,1,1,"US",1,24000,1,"0",0.8130081,19512.2,49
"82608",1419998753,"Piggybank Native App (Canceled)","Apps","Technology","USD",2014-12-30,1e+05,2014-11-26,1101,31,"US",1101,1e+05,1101,"0",895.122,81300.81,34
"187446",1954329447,"Squat Master:  Does a Booty Good. Let's fire up the glutes!","Product Design","Design","USD",2014-11-16,10000,2014-10-02,10048,64,"US",10048,10000,10048,"1",8169.106,8130.08,45
"163658",1832791804,"Dancing River Project","Art","Art","USD",2015-04-03,500,2015-03-04,500,17,"US",500,500,500,"0",406.5041,406.5,30
"329033",746301531,"Celebrating fine living in New England and beyond.","Periodicals","Publishing","USD",2015-04-10,25000,2015-03-11,0,0,"US",0,25000,0,"0",0,20325.2,30
"11199",1056160589,"42 +Oracle cards using my uniquely designed artwork.","Publishing","Publishing","AUD",2017-03-14,1200,2017-02-12,75,1,"AU",57.77,924.29,57.77,"0",46.96748,975.61,30
"12962",1065062824,"OJT Designs Fashion Brand Launch, A/W 14/15 Collection.","Fashion","Fashion","GBP",2013-09-17,120000,2013-08-19,20,2,"GB",32.04,192233.76,32.04,"0",26.04878,97560.98,29
"151774",1770996993,"""Indomitable spirit"" - The story of Stephanie Vostry","Documentary","Film & Video","USD",2013-07-08,5000,2013-06-01,65,3,"US",65,5000,65,"0",52.84553,4065.04,37
"207027",2054942932,"Icelandic Expedition","Photography","Photography","CAD",2014-04-20,5000,2014-03-21,5507,23,"CA",4998.18,4538.03,4998.18,"1",4063.561,4065.04,30
"158434",1805963775,"Print and distribute Nikolas & Company: A Creature Most Foul","Publishing","Publishing","USD",2011-08-05,5000,2011-06-17,430,8,"US",430,5000,430,"0",349.5935,4065.04,49
"38094",1193178971,"""Miss Hill""","Documentary","Film & Video","USD",2012-10-30,10000,2012-09-15,11078,126,"US",11078,10000,11078,"1",9006.504,8130.08,45
"162819",1828301877,"Vulnerability is Sexy","Playing Cards","Games","USD",2016-06-14,20000,2016-04-15,27366,187,"US",27366,20000,27366,"1",22248.78,16260.16,60
"306177",629136835,"Gigs 2 Go: Tear & Share Thumb Drive Pack in Recycled Paper","Product Design","Design","USD",2014-01-08,14000,2013-12-09,17891,393,"US",17891,14000,17891,"1",14545.53,11382.11,30
"312538",661997878,"NAMASTE CHICAGO","Shorts","Film & Video","USD",2014-11-06,7000,2014-10-07,261,8,"US",261,7000,261,"0",212.1951,5691.06,30
"263378",409420606,"MISA DE MEDIANOCHE - Debut album by La Misa Negra","World Music","Music","USD",2013-06-27,6000,2013-05-28,6010,92,"US",6010,6000,6010,"1",4886.179,4878.05,30
"73684",1375328671,"Comfort Creatures","Product Design","Design","USD",2015-02-06,2000,2015-01-07,62,3,"US",62,2000,62,"0",50.4065,1626.02,30
"9767",1049246419,"Outside Man (Canceled)","Webseries","Film & Video","USD",2011-10-12,5000,2011-09-02,0,0,"US",0,5000,0,"0",0,4065.04,40
"328283",74230365,"Racing To Zero","Documentary","Film & Video","USD",2012-01-06,8000,2011-11-07,10281,85,"US",10281,8000,10281,"1",8358.537,6504.06,60
"271531",451444055,"ECOMASTERS","Children's Books","Publishing","USD",2013-08-09,2222,2013-07-10,2.26,2,"US",2.26,2222,2.26,"0",1.837398,1806.5,30
"114939",1583763687,"Agenda Consciente","Calendars","Publishing","EUR",2015-11-15,2800,2015-10-16,42,3,"ES",44.89,2992.64,44.89,"0",36.49593,2276.42,30
"90262",1458599383,"Intuitions (Canceled)","Narrative Film","Film & Video","USD",2013-03-04,5000,2013-01-14,0,0,"US",0,5000,0,"0",0,4065.04,49
"146968",1746816767,"Will draw pretty pictures for food! (Canceled)","Digital Art","Art","USD",2015-12-16,500,2015-10-22,25,2,"US",25,500,25,"0",20.3252,406.5,55
"245677",319532357,"The Bridge - Movie","Film & Video","Film & Video","USD",2013-05-04,1000,2013-04-04,1000,9,"US",1000,1000,1000,"0",813.0081,813.01,30
"22101",1111922027,"Keep the Belle Tones Ringing!","Music","Music","USD",2012-08-11,2000,2012-07-12,2300,64,"US",2300,2000,2300,"1",1869.919,1626.02,30
"182",1000754401,"Sky Scrapers Project","Tabletop Games","Games","USD",2015-06-16,50000,2015-05-17,1825,32,"US",1825,50000,1825,"0",1483.74,40650.41,30
"230572",242140246,"Homeless America: A Documentary Film Project","Documentary","Film & Video","USD",2013-08-31,225000,2013-07-02,495,8,"US",495,225000,495,"0",402.439,182926.8,60
"319716",698413021,"Augmented City: Malmö - An Augmented Reality Photobook","Photobooks","Photography","SEK",2016-07-09,50000,2016-06-09,3581,9,"SE",421.44,5884.36,421.44,"0",342.6341,40650.41,30
"128340",1651538388,"Hillary Clinton Survival Kit","Design","Design","USD",2016-10-31,10000,2016-10-01,127,2,"US",127,10000,127,"0",103.252,8130.08,30
"154525",1785687166,"Fist Puncher: Old School Beat 'Em Up","Video Games","Games","USD",2012-04-30,10000,2012-03-26,23723.12,324,"US",23723.12,10000,23723.12,"1",19287.09,8130.08,35
"213537",2088223581,"Thinking Through Myths","Music","Music","GBP",2014-12-28,3000,2014-11-28,0,0,"GB",0,4631.92,0,"0",0,2439.02,30
"229080",234618585,"Warriors of Darkmyre (Canceled)","Tabletop Games","Games","USD",2013-04-29,15000,2013-03-15,6217,61,"US",6217,15000,6217,"0",5054.472,12195.12,45
"71371",1363444308,"John Blevins' MATTERHORN - Debut Album Release!","Jazz","Music","USD",2015-02-21,4000,2015-01-21,4400,131,"US",4400,4000,4400,"1",3577.236,3252.03,31
"316067",679918127,"The MOST premium affordable LUXURY WATCH with Swiss Movement","Product Design","Design","EUR",2017-10-01,25000,2017-08-31,3232,16,"DE",3783.7,29267.49,3783.7,"0",3076.179,20325.2,31
"257418",378936773,"Strut!  ""The One-Eyed Rooster""","Tabletop Games","Games","USD",2013-07-31,16000,2013-06-26,3264,44,"US",3264,16000,3264,"0",2653.659,13008.13,35
"32110",1163240768,"GOLIATH - A Robot Prison Sci-Fi Thriller","Shorts","Film & Video","USD",2013-07-05,7000,2013-06-05,8075.11,234,"US",8075.11,7000,8075.11,"1",6565.13,5691.06,30
"24616",1124918755,"Kristal Cherelle's Debut Album ""The Journey""","Music","Music","USD",2013-05-09,9000,2013-04-09,315,9,"US",315,9000,315,"0",256.0976,7317.07,30
"242738",304530381,"OpenBox - Foldable Art","Technology","Technology","USD",2015-07-12,5000,2015-06-27,250,5,"US",250,5000,250,"0",203.252,4065.04,15
"177617",1903552150,"Where Do My Prayers Go?","Children's Books","Publishing","USD",2013-01-22,5000,2012-12-23,5025,75,"US",5025,5000,5025,"1",4085.366,4065.04,30
"151269",1768666221,"Atin: Yet Another Tower Defence","Video Games","Games","GBP",2013-10-27,5000,2013-09-28,10,1,"GB",15.96,7978.43,15.96,"0",12.97561,4065.04,29
"252247",352970121,"Film 60-plus, just divorced","Comedy","Film & Video","EUR",2017-05-17,2800,2017-04-18,48,4,"NL",53.66,3130.14,53.66,"0",43.62602,2276.42,29
"48398",1246764096,"The Cowboy Christmas Cookbook","Publishing","Publishing","USD",2012-09-29,4410,2012-08-30,110,2,"US",110,4410,110,"0",89.43089,3585.37,30
"62997",1320300116,"Duncan Pflaster's ""The Taint of Equality""","Theater","Theater","USD",2012-04-01,5000,2012-03-02,1903,55,"US",1903,5000,1903,"0",1547.154,4065.04,30
"51652",1262887474,"The Book Of Scribble","Art Books","Publishing","AUD",2016-01-02,5000,2015-11-03,130,4,"AU",91.12,3504.59,91.12,"0",74.0813,4065.04,60
"327433",737585358,"American Exorcism (Canceled)","Narrative Film","Film & Video","USD",2013-04-20,12500,2013-03-06,60,3,"US",60,12500,60,"0",48.78049,10162.6,45
"191128",1972632469,"Throw the bums out?","Documentary","Film & Video","USD",2013-08-05,1e+05,2013-06-06,934,7,"US",934,1e+05,934,"0",759.3496,81300.81,60
"279915",49394355,"The Novel Tee Box- Literary Themed surprises.","Art","Art","USD",2016-07-23,3500,2016-06-23,57,2,"US",57,3500,57,"0",46.34146,2845.53,30
"146312",1743325227,"Digital Training Academy For SMB (Canceled)","Web","Technology","GBP",2014-08-04,50000,2014-07-07,0,0,"GB",0,84020.9,0,"0",0,40650.41,28
"18564",1094253057,"""TIME ON EARTH"" - A Film of Nature & Beauty ","Documentary","Film & Video","USD",2011-01-18,20000,2010-10-20,0,0,"US",0,20000,0,"0",0,16260.16,90
"276213",475346747,"SAVE OUR SOUNDS","Journalism","Journalism","USD",2012-01-22,3000,2011-11-23,55,5,"US",55,3000,55,"0",44.71545,2439.02,60
"303396",615011888,"The Outdoors EP LAUNCH and TOUR","Indie Rock","Music","USD",2011-02-23,4400,2011-01-24,5116.26,141,"US",5116.26,4400,5116.26,"1",4159.561,3577.24,30
"68438",134835856,"New Market Goods","Apparel","Fashion","USD",2014-07-21,18000,2014-06-12,21374,241,"US",21374,18000,21374,"1",17377.24,14634.15,39
"109037",155415221,"a gift application (Canceled)","Apps","Technology","CAD",2015-01-10,12000,2014-12-11,0,0,"CA",0,9970.92,0,"0",0,9756.1,30
"303971",6176961,"Obsidian Eyes","Metal","Music","USD",2017-04-07,1300,2017-03-08,1745,59,"US",1745,1300,1745,"1",1418.699,1056.91,30
"273494",461287439,"The Step Afrika! Experience! ","Dance","Dance","USD",2010-11-25,2500,2010-10-11,2685,18,"US",2685,2500,2685,"1",2182.927,2032.52,45
"343289",81881466,"THE SNATCHER - Vorhang Auf, Buehne Frei!","Electronic Music","Music","EUR",2016-10-03,2000,2016-09-03,271,10,"DE",301.89,2227.99,301.89,"0",245.439,1626.02,30
"40206",1204456010,"Low Kalz - Low Calorie Organic Protein Bars","Small Batch","Food","USD",2017-12-30,5000,2017-10-31,20,1,"US",20,5000,20,"0",16.26016,4065.04,60
"106502",1541299218,"Sculptures : I believe I can fly","Sculpture","Art","USD",2015-12-09,4000,2015-11-09,5315.5,56,"US",5315.5,4000,5315.5,"1",4321.545,3252.03,30
"11529",1057790742,"Cubicles: Deluxe Edition","Graphic Novels","Comics","USD",2016-05-04,2000,2016-04-12,4115.01,118,"US",4115.01,2000,4115.01,"1",3345.537,1626.02,22
"359985",903931353,"General Conflict: Online multiplayer 3D real-time strategy","Mobile Games","Games","USD",2014-12-30,50000,2014-10-31,22,4,"US",22,50000,22,"0",17.88618,40650.41,60
"48645",1247975438,"Backspace","Animation","Film & Video","USD",2011-04-13,6200,2011-02-11,6250,41,"US",6250,6200,6250,"1",5081.301,5040.65,61
"146858",1746217973,"Win the Internet","Playing Cards","Games","USD",2016-06-09,10000,2016-05-10,515,15,"US",515,10000,515,"0",418.6992,8130.08,30
"285617",522955846,"Abendfüllendes Fernsehen","Fantasy","Film & Video","EUR",2018-02-28,10000,2017-12-31,6,2,"DE",7.28,12136.95,7.28,"0",5.918699,8130.08,59
"240331",292405074,"Oukside - Fitness, Lifestyle, Business, made easy","Publishing","Publishing","EUR",2016-10-20,13000,2016-09-16,1115,26,"IT",1213.79,14151.82,1213.79,"0",986.8211,10569.11,34
"85677",1435631254,"Mammoth - Short Film","Drama","Film & Video","USD",2015-10-17,2000,2015-09-15,2230,39,"US",2230,2000,2230,"1",1813.008,1626.02,32
"257078",377248855,"All The Colors Of Magic - A Trio Of Coloring Books","Children's Books","Publishing","USD",2015-09-12,24000,2015-08-13,25125,359,"US",25125,24000,25125,"1",20426.83,19512.2,30
"366347",93656960,"Mother EARTHSHIP Project Epekwitk First Nation","Technology","Technology","CAD",2014-09-12,5000,2014-08-13,932,19,"CA",842.75,4521.2,842.75,"0",685.1626,4065.04,30
"58655",1298313384,"Sip & Spin Cup: The fun of a pinwheel in a straw cup.","Product Design","Design","USD",2013-12-16,10000,2013-11-15,10349,135,"US",10349,10000,10349,"1",8413.821,8130.08,31
"22209",1112555411,"Filipino-language cantata on caregivers and Filipino workers","Theater","Theater","USD",2011-04-17,2000,2011-03-17,2235,43,"US",2235,2000,2235,"1",1817.073,1626.02,31
"363603",922589254,"Lucas Wells' Debut EP Album","Music","Music","USD",2012-03-03,2000,2012-02-02,3535.7,80,"US",3535.7,2000,3535.7,"1",2874.553,1626.02,30
"62191",1316245593,"The Costume Shop Season 1 | LGBT Halloween Horror Comedy","Graphic Novels","Comics","CAD",2017-05-06,1125,2017-04-06,3707,102,"CA",2698.35,818.9,2698.35,"1",2193.78,914.63,30
"324890",724675132,"J&S Barbecue","Food Trucks","Food","USD",2015-07-05,12000,2015-05-06,105,2,"US",105,12000,105,"0",85.36585,9756.1,60
"61833",1314478941,"Björk Swan Dress","Apparel","Fashion","USD",2016-03-02,100,2016-02-17,3475,120,"US",3475,100,3475,"1",2825.203,81.3,14
"159389",1810601064,"Computer Networking [Audio Book]","Academic","Publishing","USD",2017-08-17,1000,2017-07-18,105,4,"US",105,1000,105,"0",85.36585,813.01,30
"74259",1378466419,"Pocket Nips","Product Design","Design","USD",2016-03-24,1000,2016-02-23,1235,48,"US",1235,1000,1235,"1",1004.065,813.01,30
